+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                                                                                            ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; amm_master_inst|user_module_0                                                                                                                                                                                                                                                                                                                                                                        ; 109   ; 28             ; 33           ; 28             ; 146    ; 28              ; 28            ; 28              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|altpll_qsys|sd1                                                                                                                                                                                                                                                                                                                                                                      ; 3     ; 1              ; 0            ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|altpll_qsys|stdsync2|dffpipe3                                                                                                                                                                                                                                                                                                                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|altpll_qsys|stdsync2                                                                                                                                                                                                                                                                                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|altpll_qsys                                                                                                                                                                                                                                                                                                                                                                          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sdram|the_amm_master_qsys_with_pcie_sdram_input_efifo_module                                                                                                                                                                                                                                                                                                                         ; 65    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sdram                                                                                                                                                                                                                                                                                                                                                                                ; 65    ; 1              ; 1            ; 1              ; 57     ; 1               ; 1             ; 1               ; 32    ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_status_token_fifo|amm_master_qsys_with_pcie_sgdma_status_token_fifo_status_token_fifo|auto_generated|dpfifo|wr_ptr                                                                                                                                                                                                                         ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_status_token_fifo|amm_master_qsys_with_pcie_sgdma_status_token_fifo_status_token_fifo|auto_generated|dpfifo|usedw_counter                                                                                                                                                                                                                  ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_status_token_fifo|amm_master_qsys_with_pcie_sgdma_status_token_fifo_status_token_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                                                                                                                           ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_status_token_fifo|amm_master_qsys_with_pcie_sgdma_status_token_fifo_status_token_fifo|auto_generated|dpfifo|FIFOram                                                                                                                                                                                                                        ; 30    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_status_token_fifo|amm_master_qsys_with_pcie_sgdma_status_token_fifo_status_token_fifo|auto_generated|dpfifo                                                                                                                                                                                                                                ; 29    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_status_token_fifo|amm_master_qsys_with_pcie_sgdma_status_token_fifo_status_token_fifo|auto_generated                                                                                                                                                                                                                                       ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_status_token_fifo                                                                                                                                                                                                                                                                                                                          ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_desc_address_fifo|amm_master_qsys_with_pcie_sgdma_desc_address_fifo_desc_address_fifo|subfifo|fifo_state|is_almost_full_compare|auto_generated                                                                                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_desc_address_fifo|amm_master_qsys_with_pcie_sgdma_desc_address_fifo_desc_address_fifo|subfifo|fifo_state|is_almost_empty_compare|auto_generated                                                                                                                                                                                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_desc_address_fifo|amm_master_qsys_with_pcie_sgdma_desc_address_fifo_desc_address_fifo|subfifo|rd_ptr|auto_generated                                                                                                                                                                                                                        ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_desc_address_fifo|amm_master_qsys_with_pcie_sgdma_desc_address_fifo_desc_address_fifo|subfifo|last_row_data_out_mux|auto_generated                                                                                                                                                                                                         ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_desc_address_fifo                                                                                                                                                                                                                                                                                                                          ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_command_fifo|amm_master_qsys_with_pcie_sgdma_command_fifo_command_fifo|auto_generated|dpfifo|wr_ptr                                                                                                                                                                                                                                        ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_command_fifo|amm_master_qsys_with_pcie_sgdma_command_fifo_command_fifo|auto_generated|dpfifo|usedw_counter                                                                                                                                                                                                                                 ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_command_fifo|amm_master_qsys_with_pcie_sgdma_command_fifo_command_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                                                                                                                                          ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_command_fifo|amm_master_qsys_with_pcie_sgdma_command_fifo_command_fifo|auto_generated|dpfifo|FIFOram                                                                                                                                                                                                                                       ; 110   ; 0              ; 0            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_command_fifo|amm_master_qsys_with_pcie_sgdma_command_fifo_command_fifo|auto_generated|dpfifo                                                                                                                                                                                                                                               ; 109   ; 0              ; 0            ; 0              ; 106    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_command_fifo|amm_master_qsys_with_pcie_sgdma_command_fifo_command_fifo|auto_generated                                                                                                                                                                                                                                                      ; 108   ; 0              ; 0            ; 0              ; 106    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_command_fifo                                                                                                                                                                                                                                                                                                                               ; 108   ; 0              ; 0            ; 0              ; 106    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_write                                                                                                                                                                                                                                                                                                                                    ; 149   ; 0              ; 16           ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_writefifo|the_amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo|amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo_m_writefifo|auto_generated|dpfifo|wr_ptr                                                                                                                                                                   ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_writefifo|the_amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo|amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo_m_writefifo|auto_generated|dpfifo|usedw_counter                                                                                                                                                            ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_writefifo|the_amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo|amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo_m_writefifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                                                                               ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_writefifo|the_amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo|amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo_m_writefifo|auto_generated|dpfifo|three_comparison                                                                                                                                                         ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_writefifo|the_amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo|amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo_m_writefifo|auto_generated|dpfifo|almost_full_comparer                                                                                                                                                     ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_writefifo|the_amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo|amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo_m_writefifo|auto_generated|dpfifo|FIFOram                                                                                                                                                                  ; 91    ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_writefifo|the_amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo|amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo_m_writefifo|auto_generated|dpfifo                                                                                                                                                                          ; 74    ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_writefifo|the_amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo|amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo_m_writefifo|auto_generated                                                                                                                                                                                 ; 73    ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_writefifo|the_amm_master_qsys_with_pcie_sgdma_m_writefifo_m_writefifo                                                                                                                                                                                                                                                                    ; 73    ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_writefifo                                                                                                                                                                                                                                                                                                                                ; 74    ; 0              ; 0            ; 0              ; 81     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_readfifo|the_amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo|amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo_m_readfifo|auto_generated|dpfifo|wr_ptr                                                                                                                                                                         ; 4     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_readfifo|the_amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo|amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo_m_readfifo|auto_generated|dpfifo|usedw_counter                                                                                                                                                                  ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_readfifo|the_amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo|amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo_m_readfifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                                                                                     ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_readfifo|the_amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo|amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo_m_readfifo|auto_generated|dpfifo|two_comparison                                                                                                                                                                 ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_readfifo|the_amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo|amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo_m_readfifo|auto_generated|dpfifo|almost_full_comparer                                                                                                                                                           ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_readfifo|the_amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo|amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo_m_readfifo|auto_generated|dpfifo|FIFOram                                                                                                                                                                        ; 83    ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_readfifo|the_amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo|amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo_m_readfifo|auto_generated|dpfifo                                                                                                                                                                                ; 74    ; 0              ; 0            ; 0              ; 76     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_readfifo|the_amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo|amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo_m_readfifo|auto_generated                                                                                                                                                                                       ; 73    ; 0              ; 0            ; 0              ; 76     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_readfifo|the_amm_master_qsys_with_pcie_sgdma_m_readfifo_m_readfifo                                                                                                                                                                                                                                                                       ; 73    ; 0              ; 0            ; 0              ; 76     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_readfifo                                                                                                                                                                                                                                                                                                                                 ; 74    ; 0              ; 0            ; 0              ; 76     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_m_read                                                                                                                                                                                                                                                                                                                                     ; 134   ; 0              ; 13           ; 0              ; 108    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_command_grabber                                                                                                                                                                                                                                                                                                                            ; 111   ; 0              ; 5            ; 0              ; 119    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_chain|the_descriptor_write_which_resides_within_amm_master_qsys_with_pcie_sgdma                                                                                                                                                                                                                                                            ; 93    ; 0              ; 16           ; 0              ; 71     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_chain|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma_control_bits_fifo|descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma_control_bits_fifo_controlbitsfifo|subfifo|fifo_state|is_almost_full_compare|auto_generated  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_chain|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma_control_bits_fifo|descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma_control_bits_fifo_controlbitsfifo|subfifo|fifo_state|is_almost_empty_compare|auto_generated ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_chain|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma_control_bits_fifo|descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma_control_bits_fifo_controlbitsfifo|subfifo|rd_ptr|auto_generated                             ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_chain|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma_control_bits_fifo|descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma_control_bits_fifo_controlbitsfifo|subfifo|last_row_data_out_mux|auto_generated              ; 15    ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_chain|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma_control_bits_fifo                                                                                                                                                                  ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_chain|the_descriptor_read_which_resides_within_amm_master_qsys_with_pcie_sgdma                                                                                                                                                                                                                                                             ; 106   ; 0              ; 32           ; 0              ; 227    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_chain|the_control_status_slave_which_resides_within_amm_master_qsys_with_pcie_sgdma                                                                                                                                                                                                                                                        ; 85    ; 0              ; 0            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma|the_amm_master_qsys_with_pcie_sgdma_chain                                                                                                                                                                                                                                                                                                                                      ; 164   ; 0              ; 0            ; 0              ; 272    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|sgdma                                                                                                                                                                                                                                                                                                                                                                                ; 143   ; 0              ; 0            ; 0              ; 281    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|rst_controller|alt_rst_sync_uq1                                                                                                                                                                                                                                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|rst_controller                                                                                                                                                                                                                                                                                                                                                               ; 17    ; 15             ; 0            ; 15             ; 1      ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pipe_interface_internal                                                                                                                                                                                                                                                                                                                                                      ; 55    ; 17             ; 19           ; 17             ; 52     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|reset_controller_internal|altgx_reset                                                                                                                                                                                                                                                                                                                                        ; 77    ; 24             ; 38           ; 24             ; 3      ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|reset_controller_internal                                                                                                                                                                                                                                                                                                                                                    ; 57    ; 8              ; 1            ; 8              ; 11     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|altgx_internal|amm_master_qsys_with_pcie_pcie_ip_altgx_internal_alt_c3gxb_6ni8_component|pll0|auto_generated                                                                                                                                                                                                                                                                 ; 3     ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|altgx_internal|amm_master_qsys_with_pcie_pcie_ip_altgx_internal_alt_c3gxb_6ni8_component                                                                                                                                                                                                                                                                                     ; 32    ; 6              ; 0            ; 6              ; 27     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|altgx_internal                                                                                                                                                                                                                                                                                                                                                               ; 31    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pcie_internal_hip|altpcie_tl_cfg_pipe_inst                                                                                                                                                                                                                                                                                                                                   ; 93    ; 0              ; 0            ; 0              ; 91     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pcie_internal_hip|txcred_patch1                                                                                                                                                                                                                                                                                                                                              ; 76    ; 0              ; 25           ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pcie_internal_hip|txcred_patch0                                                                                                                                                                                                                                                                                                                                              ; 76    ; 0              ; 25           ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pcie_internal_hip|avalon_stream_hip_qsys.avalon_bridge|cntrl_reg                                                                                                                                                                                                                                                                                                             ; 257   ; 148            ; 133          ; 148            ; 261    ; 148             ; 148           ; 148             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pcie_internal_hip|avalon_stream_hip_qsys.avalon_bridge|tx                                                                                                                                                                                                                                                                                                                    ; 706   ; 0              ; 0            ; 0              ; 153    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pcie_internal_hip|avalon_stream_hip_qsys.avalon_bridge|rx                                                                                                                                                                                                                                                                                                                    ; 633   ; 456            ; 0            ; 456            ; 936    ; 456             ; 456           ; 456             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pcie_internal_hip|avalon_stream_hip_qsys.avalon_bridge                                                                                                                                                                                                                                                                                                                       ; 858   ; 123            ; 270          ; 123            ; 859    ; 123             ; 123           ; 123             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pcie_internal_hip|altpcie_pcie_reconfig_bridge0                                                                                                                                                                                                                                                                                                                              ; 30    ; 0              ; 0            ; 0              ; 22     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pcie_internal_hip|g_reset_controller.alt4gxb_reset_controller0                                                                                                                                                                                                                                                                                                               ; 7     ; 1              ; 0            ; 1              ; 4      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; amm_master_inst|pcie_ip|pcie_internal_hip                                                                                                                                                                                                                                                                                                                                                            ; 1000  ; 644            ; 0            ; 644            ; 375    ; 644             ; 644           ; 644             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
